NMI,Read Date/Time,kWh,kW,Kvarh,Kvar,kVA,PF,E1,E1F,Q1
64077279510,01.05.2015 00:00:00,15.185,60.740,10.910,43.640,74.792,0.812,15.185,15.185,10.910
64077279510,01.05.2015 00:15:00,15.185,60.740,10.910,43.640,74.792,0.812,15.185,15.185,10.910
64077279510,01.05.2015 00:30:00,11.055,44.220,8.230,32.920,55.128,0.802,11.055,11.055,8.230
64077279510,01.05.2015 00:45:00,11.055,44.220,8.230,32.920,55.128,0.802,11.055,11.055,8.230
64077279510,01.05.2015 01:00:00,12.025,48.100,7.225,28.900,56.114,0.857,12.025,12.025,7.225
64077279510,01.05.2015 01:15:00,12.025,48.100,7.225,28.900,56.114,0.857,12.025,12.025,7.225
64077279510,01.05.2015 01:30:00,12.785,51.140,9.930,39.720,64.753,0.790,12.785,12.785,9.930
64077279510,01.05.2015 01:45:00,12.785,51.140,9.930,39.720,64.753,0.790,12.785,12.785,9.930
64077279510,01.05.2015 02:00:00,15.870,63.480,10.190,40.760,75.439,0.841,15.870,15.870,10.190
64077279510,01.05.2015 02:15:00,15.870,63.480,10.190,40.760,75.439,0.841,15.870,15.870,10.190
64077279510,01.05.2015 02:30:00,13.785,55.140,9.200,36.800,66.292,0.832,13.785,13.785,9.200
64077279510,01.05.2015 02:45:00,13.785,55.140,9.200,36.800,66.292,0.832,13.785,13.785,9.200
64077279510,01.05.2015 03:00:00,13.985,55.940,7.400,29.600,63.289,0.884,13.985,13.985,7.400
64077279510,01.05.2015 03:15:00,13.985,55.940,7.400,29.600,63.289,0.884,13.985,13.985,7.400
64077279510,01.05.2015 03:30:00,18.190,72.760,11.770,47.080,86.663,0.840,18.190,18.190,11.770
64077279510,01.05.2015 03:45:00,18.190,72.760,11.770,47.080,86.663,0.840,18.190,18.190,11.770
64077279510,01.05.2015 04:00:00,16.495,65.980,11.560,46.240,80.570,0.819,16.495,16.495,11.560
64077279510,01.05.2015 04:15:00,16.495,65.980,11.560,46.240,80.570,0.819,16.495,16.495,11.560
64077279510,01.05.2015 04:30:00,9.550,38.200,6.110,24.440,45.349,0.842,9.550,9.550,6.110
64077279510,01.05.2015 04:45:00,9.550,38.200,6.110,24.440,45.349,0.842,9.550,9.550,6.110
64077279510,01.05.2015 05:00:00,7.050,28.200,3.050,12.200,30.726,0.918,7.050,7.050,3.050
64077279510,01.05.2015 05:15:00,7.050,28.200,3.050,12.200,30.726,0.918,7.050,7.050,3.050
64077279510,01.05.2015 05:30:00,7.105,28.420,3.230,12.920,31.219,0.910,7.105,7.105,3.230
64077279510,01.05.2015 05:45:00,7.105,28.420,3.230,12.920,31.219,0.910,7.105,7.105,3.230
64077279510,01.05.2015 06:00:00,7.010,28.040,2.825,11.300,30.231,0.928,7.010,7.010,2.825
64077279510,01.05.2015 06:15:00,7.010,28.040,2.825,11.300,30.231,0.928,7.010,7.010,2.825
64077279510,01.05.2015 06:30:00,7.135,28.540,3.200,12.800,31.279,0.912,7.135,7.135,3.200
64077279510,01.05.2015 06:45:00,7.135,28.540,3.200,12.800,31.279,0.912,7.135,7.135,3.200
64077279510,01.05.2015 07:00:00,6.840,27.360,3.030,12.120,29.924,0.914,6.840,6.840,3.030
64077279510,01.05.2015 07:15:00,6.840,27.360,3.030,12.120,29.924,0.914,6.840,6.840,3.030
64077279510,01.05.2015 07:30:00,14.920,59.680,4.135,16.540,61.930,0.964,14.920,14.920,4.135
64077279510,01.05.2015 07:45:00,14.920,59.680,4.135,16.540,61.930,0.964,14.920,14.920,4.135
64077279510,01.05.2015 08:00:00,23.350,93.400,12.120,48.480,105.232,0.888,23.350,23.350,12.120
64077279510,01.05.2015 08:15:00,23.350,93.400,12.120,48.480,105.232,0.888,23.350,23.350,12.120
64077279510,01.05.2015 08:30:00,22.375,89.500,12.830,51.320,103.170,0.868,22.375,22.375,12.830
64077279510,01.05.2015 08:45:00,22.375,89.500,12.830,51.320,103.170,0.868,22.375,22.375,12.830
64077279510,01.05.2015 09:00:00,19.615,78.460,11.705,46.820,91.368,0.859,19.615,19.615,11.705
64077279510,01.05.2015 09:15:00,19.615,78.460,11.705,46.820,91.368,0.859,19.615,19.615,11.705
64077279510,01.05.2015 09:30:00,15.785,63.140,9.200,36.800,73.081,0.864,15.785,15.785,9.200
64077279510,01.05.2015 09:45:00,15.785,63.140,9.200,36.800,73.081,0.864,15.785,15.785,9.200
64077279510,01.05.2015 10:00:00,14.210,56.840,6.040,24.160,61.762,0.920,14.210,14.210,6.040
64077279510,01.05.2015 10:15:00,14.210,56.840,6.040,24.160,61.762,0.920,14.210,14.210,6.040
64077279510,01.05.2015 10:30:00,21.065,84.260,11.250,45.000,95.524,0.882,21.065,21.065,11.250
64077279510,01.05.2015 10:45:00,21.065,84.260,11.250,45.000,95.524,0.882,21.065,21.065,11.250
64077279510,01.05.2015 11:00:00,21.010,84.040,10.785,43.140,94.466,0.890,21.010,21.010,10.785
64077279510,01.05.2015 11:15:00,21.010,84.040,10.785,43.140,94.466,0.890,21.010,21.010,10.785
64077279510,01.05.2015 11:30:00,21.190,84.760,10.970,43.880,95.445,0.888,21.190,21.190,10.970
64077279510,01.05.2015 11:45:00,21.190,84.760,10.970,43.880,95.445,0.888,21.190,21.190,10.970
64077279510,01.05.2015 12:00:00,22.280,89.120,12.225,48.900,101.654,0.877,22.280,22.280,12.225
64077279510,01.05.2015 12:15:00,22.280,89.120,12.225,48.900,101.654,0.877,22.280,22.280,12.225
64077279510,01.05.2015 12:30:00,25.560,102.240,13.535,54.140,115.690,0.884,25.560,25.560,13.535
64077279510,01.05.2015 12:45:00,25.560,102.240,13.535,54.140,115.690,0.884,25.560,25.560,13.535
64077279510,01.05.2015 13:00:00,27.450,109.800,13.350,53.400,122.097,0.899,27.450,27.450,13.350
64077279510,01.05.2015 13:15:00,27.450,109.800,13.350,53.400,122.097,0.899,27.450,27.450,13.350
64077279510,01.05.2015 13:30:00,24.080,96.320,13.490,53.960,110.405,0.872,24.080,24.080,13.490
64077279510,01.05.2015 13:45:00,24.080,96.320,13.490,53.960,110.405,0.872,24.080,24.080,13.490
64077279510,01.05.2015 14:00:00,26.110,104.440,12.870,51.480,116.438,0.897,26.110,26.110,12.870
64077279510,01.05.2015 14:15:00,26.110,104.440,12.870,51.480,116.438,0.897,26.110,26.110,12.870
64077279510,01.05.2015 14:30:00,26.590,106.360,12.975,51.900,118.347,0.899,26.590,26.590,12.975
64077279510,01.05.2015 14:45:00,26.590,106.360,12.975,51.900,118.347,0.899,26.590,26.590,12.975
64077279510,01.05.2015 15:00:00,26.750,107.000,11.910,47.640,117.126,0.914,26.750,26.750,11.910
64077279510,01.05.2015 15:15:00,26.750,107.000,11.910,47.640,117.126,0.914,26.750,26.750,11.910
64077279510,01.05.2015 15:30:00,24.680,98.720,12.270,49.080,110.247,0.895,24.680,24.680,12.270
64077279510,01.05.2015 15:45:00,24.680,98.720,12.270,49.080,110.247,0.895,24.680,24.680,12.270
64077279510,01.05.2015 16:00:00,23.550,94.200,13.000,52.000,107.599,0.875,23.550,23.550,13.000
64077279510,01.05.2015 16:15:00,23.550,94.200,13.000,52.000,107.599,0.875,23.550,23.550,13.000
64077279510,01.05.2015 16:30:00,21.055,84.220,6.430,25.720,88.060,0.956,21.055,21.055,6.430
64077279510,01.05.2015 16:45:00,21.055,84.220,6.430,25.720,88.060,0.956,21.055,21.055,6.430
64077279510,01.05.2015 17:00:00,21.150,84.600,8.895,35.580,91.777,0.922,21.150,21.150,8.895
64077279510,01.05.2015 17:15:00,21.150,84.600,8.895,35.580,91.777,0.922,21.150,21.150,8.895
64077279510,01.05.2015 17:30:00,21.895,87.580,12.575,50.300,100.997,0.867,21.895,21.895,12.575
64077279510,01.05.2015 17:45:00,21.895,87.580,12.575,50.300,100.997,0.867,21.895,21.895,12.575
64077279510,01.05.2015 18:00:00,22.510,90.040,12.050,48.200,102.130,0.882,22.510,22.510,12.050
64077279510,01.05.2015 18:15:00,22.510,90.040,12.050,48.200,102.130,0.882,22.510,22.510,12.050
64077279510,01.05.2015 18:30:00,19.710,78.840,11.510,46.040,91.299,0.864,19.710,19.710,11.510
64077279510,01.05.2015 18:45:00,19.710,78.840,11.510,46.040,91.299,0.864,19.710,19.710,11.510
64077279510,01.05.2015 19:00:00,19.000,76.000,10.080,40.320,86.033,0.883,19.000,19.000,10.080
64077279510,01.05.2015 19:15:00,19.000,76.000,10.080,40.320,86.033,0.883,19.000,19.000,10.080
64077279510,01.05.2015 19:30:00,19.575,78.300,11.345,45.380,90.500,0.865,19.575,19.575,11.345
64077279510,01.05.2015 19:45:00,19.575,78.300,11.345,45.380,90.500,0.865,19.575,19.575,11.345
64077279510,01.05.2015 20:00:00,17.960,71.840,11.590,46.360,85.500,0.840,17.960,17.960,11.590
64077279510,01.05.2015 20:15:00,17.960,71.840,11.590,46.360,85.500,0.840,17.960,17.960,11.590
64077279510,01.05.2015 20:30:00,15.295,61.180,9.550,38.200,72.127,0.848,15.295,15.295,9.550
64077279510,01.05.2015 20:45:00,15.295,61.180,9.550,38.200,72.127,0.848,15.295,15.295,9.550
64077279510,01.05.2015 21:00:00,14.495,57.980,8.745,34.980,67.715,0.856,14.495,14.495,8.745
64077279510,01.05.2015 21:15:00,14.495,57.980,8.745,34.980,67.715,0.856,14.495,14.495,8.745
64077279510,01.05.2015 21:30:00,15.065,60.260,10.175,40.700,72.717,0.829,15.065,15.065,10.175
64077279510,01.05.2015 21:45:00,15.065,60.260,10.175,40.700,72.717,0.829,15.065,15.065,10.175
64077279510,01.05.2015 22:00:00,16.735,66.940,10.175,40.700,78.342,0.854,16.735,16.735,10.175
64077279510,01.05.2015 22:15:00,16.735,66.940,10.175,40.700,78.342,0.854,16.735,16.735,10.175
64077279510,01.05.2015 22:30:00,16.470,65.880,10.210,40.840,77.512,0.850,16.470,16.470,10.210
64077279510,01.05.2015 22:45:00,16.470,65.880,10.210,40.840,77.512,0.850,16.470,16.470,10.210
64077279510,01.05.2015 23:00:00,13.080,52.320,6.830,27.320,59.023,0.886,13.080,13.080,6.830
64077279510,01.05.2015 23:15:00,13.080,52.320,6.830,27.320,59.023,0.886,13.080,13.080,6.830
64077279510,01.05.2015 23:30:00,16.130,64.520,10.290,41.160,76.531,0.843,16.130,16.130,10.290
64077279510,01.05.2015 23:45:00,16.130,64.520,10.290,41.160,76.531,0.843,16.130,16.130,10.290
64077279510,02.05.2015 00:00:00,15.735,62.940,10.905,43.620,76.578,0.822,15.735,15.735,10.905
64077279510,02.05.2015 00:15:00,15.735,62.940,10.905,43.620,76.578,0.822,15.735,15.735,10.905
64077279510,02.05.2015 00:30:00,9.400,37.600,5.680,22.720,43.931,0.856,9.400,9.400,5.680
64077279510,02.05.2015 00:45:00,9.400,37.600,5.680,22.720,43.931,0.856,9.400,9.400,5.680
64077279510,02.05.2015 01:00:00,13.470,53.880,8.255,33.020,63.193,0.853,13.470,13.470,8.255
64077279510,02.05.2015 01:15:00,13.470,53.880,8.255,33.020,63.193,0.853,13.470,13.470,8.255
64077279510,02.05.2015 01:30:00,12.050,48.200,8.710,34.840,59.473,0.810,12.050,12.050,8.710
64077279510,02.05.2015 01:45:00,12.050,48.200,8.710,34.840,59.473,0.810,12.050,12.050,8.710
64077279510,02.05.2015 02:00:00,14.505,58.020,9.185,36.740,68.674,0.845,14.505,14.505,9.185
64077279510,02.05.2015 02:15:00,14.505,58.020,9.185,36.740,68.674,0.845,14.505,14.505,9.185
64077279510,02.05.2015 02:30:00,13.025,52.100,8.130,32.520,61.416,0.848,13.025,13.025,8.130
64077279510,02.05.2015 02:45:00,13.025,52.100,8.130,32.520,61.416,0.848,13.025,13.025,8.130
64077279510,02.05.2015 03:00:00,13.745,54.980,7.390,29.560,62.423,0.881,13.745,13.745,7.390
64077279510,02.05.2015 03:15:00,13.745,54.980,7.390,29.560,62.423,0.881,13.745,13.745,7.390
64077279510,02.05.2015 03:30:00,14.655,58.620,9.550,38.200,69.968,0.838,14.655,14.655,9.550
64077279510,02.05.2015 03:45:00,14.655,58.620,9.550,38.200,69.968,0.838,14.655,14.655,9.550
64077279510,02.05.2015 04:00:00,13.430,53.720,9.185,36.740,65.082,0.825,13.430,13.430,9.185
64077279510,02.05.2015 04:15:00,13.430,53.720,9.185,36.740,65.082,0.825,13.430,13.430,9.185
64077279510,02.05.2015 04:30:00,10.950,43.800,6.550,26.200,51.038,0.858,10.950,10.950,6.550
64077279510,02.05.2015 04:45:00,10.950,43.800,6.550,26.200,51.038,0.858,10.950,10.950,6.550
64077279510,02.05.2015 05:00:00,13.230,52.920,8.120,32.480,62.092,0.852,13.230,13.230,8.120
64077279510,02.05.2015 05:15:00,13.230,52.920,8.120,32.480,62.092,0.852,13.230,13.230,8.120
64077279510,02.05.2015 05:30:00,11.255,45.020,7.705,30.820,54.559,0.825,11.255,11.255,7.705
64077279510,02.05.2015 05:45:00,11.255,45.020,7.705,30.820,54.559,0.825,11.255,11.255,7.705
64077279510,02.05.2015 06:00:00,5.490,21.960,2.255,9.020,23.740,0.925,5.490,5.490,2.255
64077279510,02.05.2015 06:15:00,5.490,21.960,2.255,9.020,23.740,0.925,5.490,5.490,2.255
64077279510,02.05.2015 06:30:00,6.230,24.920,2.775,11.100,27.280,0.913,6.230,6.230,2.775
64077279510,02.05.2015 06:45:00,6.230,24.920,2.775,11.100,27.280,0.913,6.230,6.230,2.775
64077279510,02.05.2015 07:00:00,6.010,24.040,2.480,9.920,26.006,0.924,6.010,6.010,2.480
64077279510,02.05.2015 07:15:00,6.010,24.040,2.480,9.920,26.006,0.924,6.010,6.010,2.480
64077279510,02.05.2015 07:30:00,19.190,76.760,5.185,20.740,79.513,0.965,19.190,19.190,5.185
64077279510,02.05.2015 07:45:00,19.190,76.760,5.185,20.740,79.513,0.965,19.190,19.190,5.185
64077279510,02.05.2015 08:00:00,23.530,94.120,13.370,53.480,108.253,0.869,23.530,23.530,13.370
64077279510,02.05.2015 08:15:00,23.530,94.120,13.370,53.480,108.253,0.869,23.530,23.530,13.370
64077279510,02.05.2015 08:30:00,24.330,97.320,12.930,51.720,110.210,0.883,24.330,24.330,12.930
64077279510,02.05.2015 08:45:00,24.330,97.320,12.930,51.720,110.210,0.883,24.330,24.330,12.930
64077279510,02.05.2015 09:00:00,23.030,92.120,12.530,50.120,104.872,0.878,23.030,23.030,12.530
64077279510,02.05.2015 09:15:00,23.030,92.120,12.530,50.120,104.872,0.878,23.030,23.030,12.530
64077279510,02.05.2015 09:30:00,22.775,91.100,12.760,51.040,104.424,0.872,22.775,22.775,12.760
64077279510,02.05.2015 09:45:00,22.775,91.100,12.760,51.040,104.424,0.872,22.775,22.775,12.760
64077279510,02.05.2015 10:00:00,23.170,92.680,12.230,48.920,104.799,0.884,23.170,23.170,12.230
64077279510,02.05.2015 10:15:00,23.170,92.680,12.230,48.920,104.799,0.884,23.170,23.170,12.230
64077279510,02.05.2015 10:30:00,23.110,92.440,12.290,49.160,104.699,0.883,23.110,23.110,12.290
64077279510,02.05.2015 10:45:00,23.110,92.440,12.290,49.160,104.699,0.883,23.110,23.110,12.290
64077279510,02.05.2015 11:00:00,22.410,89.640,10.135,40.540,98.381,0.911,22.410,22.410,10.135
64077279510,02.05.2015 11:15:00,22.410,89.640,10.135,40.540,98.381,0.911,22.410,22.410,10.135
64077279510,02.05.2015 11:30:00,22.665,90.660,11.810,47.240,102.229,0.887,22.665,22.665,11.810
64077279510,02.05.2015 11:45:00,22.665,90.660,11.810,47.240,102.229,0.887,22.665,22.665,11.810
64077279510,02.05.2015 12:00:00,20.390,81.560,11.810,47.240,94.253,0.865,20.390,20.390,11.810
64077279510,02.05.2015 12:15:00,20.390,81.560,11.810,47.240,94.253,0.865,20.390,20.390,11.810
64077279510,02.05.2015 12:30:00,12.910,51.640,6.145,24.580,57.191,0.903,12.910,12.910,6.145
64077279510,02.05.2015 12:45:00,12.910,51.640,6.145,24.580,57.191,0.903,12.910,12.910,6.145
64077279510,02.05.2015 13:00:00,16.160,64.640,8.840,35.360,73.679,0.877,16.160,16.160,8.840
64077279510,02.05.2015 13:15:00,16.160,64.640,8.840,35.360,73.679,0.877,16.160,16.160,8.840
64077279510,02.05.2015 13:30:00,18.650,74.600,11.345,45.380,87.318,0.854,18.650,18.650,11.345
64077279510,02.05.2015 13:45:00,18.650,74.600,11.345,45.380,87.318,0.854,18.650,18.650,11.345
64077279510,02.05.2015 14:00:00,15.480,61.920,8.735,34.940,71.098,0.871,15.480,15.480,8.735
64077279510,02.05.2015 14:15:00,15.480,61.920,8.735,34.940,71.098,0.871,15.480,15.480,8.735
64077279510,02.05.2015 14:30:00,14.410,57.640,8.065,32.260,66.054,0.873,14.410,14.410,8.065
64077279510,02.05.2015 14:45:00,14.410,57.640,8.065,32.260,66.054,0.873,14.410,14.410,8.065
64077279510,02.05.2015 15:00:00,16.785,67.140,8.225,32.900,74.768,0.898,16.785,16.785,8.225
64077279510,02.05.2015 15:15:00,16.785,67.140,8.225,32.900,74.768,0.898,16.785,16.785,8.225
64077279510,02.05.2015 15:30:00,17.815,71.260,10.585,42.340,82.889,0.860,17.815,17.815,10.585
64077279510,02.05.2015 15:45:00,17.815,71.260,10.585,42.340,82.889,0.860,17.815,17.815,10.585
64077279510,02.05.2015 16:00:00,18.880,75.520,12.150,48.600,89.807,0.841,18.880,18.880,12.150
64077279510,02.05.2015 16:15:00,18.880,75.520,12.150,48.600,89.807,0.841,18.880,18.880,12.150
64077279510,02.05.2015 16:30:00,9.905,39.620,5.080,20.320,44.527,0.890,9.905,9.905,5.080
64077279510,02.05.2015 16:45:00,9.905,39.620,5.080,20.320,44.527,0.890,9.905,9.905,5.080
64077279510,02.05.2015 17:00:00,14.800,59.200,9.190,36.760,69.685,0.850,14.800,14.800,9.190
64077279510,02.05.2015 17:15:00,14.800,59.200,9.190,36.760,69.685,0.850,14.800,14.800,9.190
64077279510,02.05.2015 17:30:00,15.690,62.760,9.950,39.800,74.316,0.845,15.690,15.690,9.950
64077279510,02.05.2015 17:45:00,15.690,62.760,9.950,39.800,74.316,0.845,15.690,15.690,9.950
64077279510,02.05.2015 18:00:00,14.970,59.880,8.825,35.300,69.510,0.861,14.970,14.970,8.825
64077279510,02.05.2015 18:15:00,14.970,59.880,8.825,35.300,69.510,0.861,14.970,14.970,8.825
64077279510,02.05.2015 18:30:00,13.745,54.980,7.735,30.940,63.088,0.871,13.745,13.745,7.735
64077279510,02.05.2015 18:45:00,13.745,54.980,7.735,30.940,63.088,0.871,13.745,13.745,7.735
64077279510,02.05.2015 19:00:00,15.510,62.040,7.710,30.840,69.283,0.895,15.510,15.510,7.710
64077279510,02.05.2015 19:15:00,15.510,62.040,7.710,30.840,69.283,0.895,15.510,15.510,7.710
64077279510,02.05.2015 19:30:00,16.135,64.540,9.865,39.460,75.647,0.853,16.135,16.135,9.865
64077279510,02.05.2015 19:45:00,16.135,64.540,9.865,39.460,75.647,0.853,16.135,16.135,9.865
64077279510,02.05.2015 20:00:00,13.070,52.280,8.690,34.760,62.781,0.833,13.070,13.070,8.690
64077279510,02.05.2015 20:15:00,13.070,52.280,8.690,34.760,62.781,0.833,13.070,13.070,8.690
64077279510,02.05.2015 20:30:00,12.270,49.080,6.960,27.840,56.426,0.870,12.270,12.270,6.960
64077279510,02.05.2015 20:45:00,12.270,49.080,6.960,27.840,56.426,0.870,12.270,12.270,6.960
64077279510,02.05.2015 21:00:00,12.350,49.400,7.680,30.720,58.173,0.849,12.350,12.350,7.680
64077279510,02.05.2015 21:15:00,12.350,49.400,7.680,30.720,58.173,0.849,12.350,12.350,7.680
64077279510,02.05.2015 21:30:00,11.730,46.920,7.455,29.820,55.594,0.844,11.730,11.730,7.455
64077279510,02.05.2015 21:45:00,11.730,46.920,7.455,29.820,55.594,0.844,11.730,11.730,7.455
64077279510,02.05.2015 22:00:00,13.000,52.000,7.825,31.300,60.693,0.857,13.000,13.000,7.825
64077279510,02.05.2015 22:15:00,13.000,52.000,7.825,31.300,60.693,0.857,13.000,13.000,7.825
64077279510,02.05.2015 22:30:00,9.385,37.540,5.030,20.120,42.592,0.881,9.385,9.385,5.030
64077279510,02.05.2015 22:45:00,9.385,37.540,5.030,20.120,42.592,0.881,9.385,9.385,5.030
64077279510,02.05.2015 23:00:00,12.280,49.120,5.930,23.720,54.547,0.901,12.280,12.280,5.930
64077279510,02.05.2015 23:15:00,12.280,49.120,5.930,23.720,54.547,0.901,12.280,12.280,5.930
64077279510,02.05.2015 23:30:00,15.150,60.600,9.870,39.480,72.326,0.838,15.150,15.150,9.870
64077279510,02.05.2015 23:45:00,15.150,60.600,9.870,39.480,72.326,0.838,15.150,15.150,9.870
64077279510,03.05.2015 00:00:00,8.970,35.880,6.770,27.080,44.952,0.798,8.970,8.970,6.770
64077279510,03.05.2015 00:15:00,8.970,35.880,6.770,27.080,44.952,0.798,8.970,8.970,6.770
64077279510,03.05.2015 00:30:00,10.010,40.040,5.720,22.880,46.116,0.868,10.010,10.010,5.720
64077279510,03.05.2015 00:45:00,10.010,40.040,5.720,22.880,46.116,0.868,10.010,10.010,5.720
64077279510,03.05.2015 01:00:00,9.970,39.880,6.760,27.040,48.183,0.828,9.970,9.970,6.760
64077279510,03.05.2015 01:15:00,9.970,39.880,6.760,27.040,48.183,0.828,9.970,9.970,6.760
64077279510,03.05.2015 01:30:00,9.775,39.100,6.290,25.160,46.496,0.841,9.775,9.775,6.290
64077279510,03.05.2015 01:45:00,9.775,39.100,6.290,25.160,46.496,0.841,9.775,9.775,6.290
64077279510,03.05.2015 02:00:00,12.095,48.380,7.490,29.960,56.905,0.850,12.095,12.095,7.490
64077279510,03.05.2015 02:15:00,12.095,48.380,7.490,29.960,56.905,0.850,12.095,12.095,7.490
64077279510,03.05.2015 02:30:00,8.040,32.160,4.310,17.240,36.489,0.881,8.040,8.040,4.310
64077279510,03.05.2015 02:45:00,8.040,32.160,4.310,17.240,36.489,0.881,8.040,8.040,4.310
64077279510,03.05.2015 03:00:00,12.705,50.820,6.970,27.880,57.965,0.877,12.705,12.705,6.970
64077279510,03.05.2015 03:15:00,12.705,50.820,6.970,27.880,57.965,0.877,12.705,12.705,6.970
64077279510,03.05.2015 03:30:00,13.305,53.220,8.640,34.560,63.457,0.839,13.305,13.305,8.640
64077279510,03.05.2015 03:45:00,13.305,53.220,8.640,34.560,63.457,0.839,13.305,13.305,8.640
64077279510,03.05.2015 04:00:00,9.520,38.080,7.185,28.740,47.708,0.798,9.520,9.520,7.185
64077279510,03.05.2015 04:15:00,9.520,38.080,7.185,28.740,47.708,0.798,9.520,9.520,7.185
64077279510,03.05.2015 04:30:00,8.800,35.200,4.520,18.080,39.572,0.890,8.800,8.800,4.520
64077279510,03.05.2015 04:45:00,8.800,35.200,4.520,18.080,39.572,0.890,8.800,8.800,4.520
64077279510,03.05.2015 05:00:00,10.880,43.520,7.655,30.620,53.213,0.818,10.880,10.880,7.655
64077279510,03.05.2015 05:15:00,10.880,43.520,7.655,30.620,53.213,0.818,10.880,10.880,7.655
64077279510,03.05.2015 05:30:00,9.895,39.580,6.600,26.400,47.577,0.832,9.895,9.895,6.600
64077279510,03.05.2015 05:45:00,9.895,39.580,6.600,26.400,47.577,0.832,9.895,9.895,6.600
64077279510,03.05.2015 06:00:00,10.240,40.960,6.785,27.140,49.136,0.834,10.240,10.240,6.785
64077279510,03.05.2015 06:15:00,10.240,40.960,6.785,27.140,49.136,0.834,10.240,10.240,6.785
64077279510,03.05.2015 06:30:00,9.190,36.760,5.065,20.260,41.973,0.876,9.190,9.190,5.065
64077279510,03.05.2015 06:45:00,9.190,36.760,5.065,20.260,41.973,0.876,9.190,9.190,5.065
64077279510,03.05.2015 07:00:00,12.250,49.000,6.650,26.600,55.754,0.879,12.250,12.250,6.650
64077279510,03.05.2015 07:15:00,12.250,49.000,6.650,26.600,55.754,0.879,12.250,12.250,6.650
64077279510,03.05.2015 07:30:00,11.290,45.160,7.870,31.480,55.049,0.820,11.290,11.290,7.870
64077279510,03.05.2015 07:45:00,11.290,45.160,7.870,31.480,55.049,0.820,11.290,11.290,7.870
64077279510,03.05.2015 08:00:00,9.710,38.840,7.320,29.280,48.640,0.799,9.710,9.710,7.320
64077279510,03.05.2015 08:15:00,9.710,38.840,7.320,29.280,48.640,0.799,9.710,9.710,7.320
64077279510,03.05.2015 08:30:00,7.430,29.720,3.330,13.320,32.568,0.913,7.430,7.430,3.330
64077279510,03.05.2015 08:45:00,7.430,29.720,3.330,13.320,32.568,0.913,7.430,7.430,3.330
64077279510,03.05.2015 09:00:00,12.585,50.340,8.225,32.900,60.138,0.837,12.585,12.585,8.225
64077279510,03.05.2015 09:15:00,12.585,50.340,8.225,32.900,60.138,0.837,12.585,12.585,8.225
64077279510,03.05.2015 09:30:00,16.055,64.220,2.175,8.700,64.807,0.991,16.055,16.055,2.175
64077279510,03.05.2015 09:45:00,16.055,64.220,2.175,8.700,64.807,0.991,16.055,16.055,2.175
64077279510,03.05.2015 10:00:00,17.935,71.740,12.090,48.360,86.518,0.829,17.935,17.935,12.090
64077279510,03.05.2015 10:15:00,17.935,71.740,12.090,48.360,86.518,0.829,17.935,17.935,12.090
64077279510,03.05.2015 10:30:00,13.130,52.520,7.810,31.240,61.109,0.859,13.130,13.130,7.810
64077279510,03.05.2015 10:45:00,13.130,52.520,7.810,31.240,61.109,0.859,13.130,13.130,7.810
64077279510,03.05.2015 11:00:00,13.585,54.340,7.600,30.400,62.266,0.873,13.585,13.585,7.600
64077279510,03.05.2015 11:15:00,13.585,54.340,7.600,30.400,62.266,0.873,13.585,13.585,7.600
64077279510,03.05.2015 11:30:00,13.190,52.760,8.690,34.760,63.181,0.835,13.190,13.190,8.690
64077279510,03.05.2015 11:45:00,13.190,52.760,8.690,34.760,63.181,0.835,13.190,13.190,8.690
64077279510,03.05.2015 12:00:00,9.910,39.640,7.320,29.280,49.281,0.804,9.910,9.910,7.320
64077279510,03.05.2015 12:15:00,9.910,39.640,7.320,29.280,49.281,0.804,9.910,9.910,7.320
64077279510,03.05.2015 12:30:00,10.010,40.040,5.105,20.420,44.946,0.891,10.010,10.010,5.105
64077279510,03.05.2015 12:45:00,10.010,40.040,5.105,20.420,44.946,0.891,10.010,10.010,5.105
64077279510,03.05.2015 13:00:00,12.440,49.760,8.800,35.200,60.952,0.816,12.440,12.440,8.800
64077279510,03.05.2015 13:15:00,12.440,49.760,8.800,35.200,60.952,0.816,12.440,12.440,8.800
64077279510,03.05.2015 13:30:00,9.375,37.500,5.495,21.980,43.467,0.863,9.375,9.375,5.495
64077279510,03.05.2015 13:45:00,9.375,37.500,5.495,21.980,43.467,0.863,9.375,9.375,5.495
64077279510,03.05.2015 14:00:00,13.160,52.640,8.625,34.500,62.938,0.836,13.160,13.160,8.625
64077279510,03.05.2015 14:15:00,13.160,52.640,8.625,34.500,62.938,0.836,13.160,13.160,8.625
64077279510,03.05.2015 14:30:00,8.080,32.320,4.055,16.220,36.162,0.894,8.080,8.080,4.055
64077279510,03.05.2015 14:45:00,8.080,32.320,4.055,16.220,36.162,0.894,8.080,8.080,4.055
64077279510,03.05.2015 15:00:00,14.825,59.300,7.935,31.740,67.260,0.882,14.825,14.825,7.935
64077279510,03.05.2015 15:15:00,14.825,59.300,7.935,31.740,67.260,0.882,14.825,14.825,7.935
64077279510,03.05.2015 15:30:00,14.920,59.680,9.655,38.620,71.086,0.840,14.920,14.920,9.655
64077279510,03.05.2015 15:45:00,14.920,59.680,9.655,38.620,71.086,0.840,14.920,14.920,9.655
64077279510,03.05.2015 16:00:00,8.790,35.160,6.520,26.080,43.777,0.803,8.790,8.790,6.520
64077279510,03.05.2015 16:15:00,8.790,35.160,6.520,26.080,43.777,0.803,8.790,8.790,6.520
